Column1,Age,SkinType,SkinTone,SkinConcerns,Gender,Race,Climate,Extracts,All_Age_Suitable_Ing,Anti-Acne Moisturizer,Antioxidant+Anti-Aging Moisturizer,F_Skin_ID+Soothing,M_Antioxidant+Occlusive,EA_Anti_Age+Skin_ID+Cell_Commute,IA_Antioxidant,YA_Occusive,BR_Anti_Acne,WR_Skin_ID+Occusive,DRY_Dry,TROPICAL_Antioxidant+Humectant,TEMPERATE_Humectant,CONTINENAL_Emolient,POLAR_Humectants+Occlusive+Emollients
48,18-24,Combination,Medium,Acne,Male,Black,Continental,Hydrolyzed Collagen,"Raspberry Seed Oil , Grape seed Oil , Camellia Sinensis Seed Oil","Alteromonas Ferment Filtrate , Jojoba Esters , Soy Amino Acids",,,"Madecassoside , Rutin , Zinc , Cannabidiol , Phenylalanine , Galactoarabinan",,,"Acetyl Hydroxyproline , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Aphanizomenon Flos-Aquae Extract","Ananas Sativus Fruit Extract , Rose Hip Oil , Triticum Vulgare Germ Oil",,,,,"Glucomannan , Anhydroxylitol , Mannitol",
49,18-24,Combination,Medium,Acne,Male,Black,Polar,Hydrolyzed Collagen,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Triticum Vulgare Germ Oil","Jojoba Esters , Aloe Barbadensis Leaf Extract , Beta-Glucan",,,"Bakuchiol , Galactoarabinan , Rutin , Tocopherol , Hesperidin , Octyldodecanol",,,"Algae Extract , Alpha-Glucan , Honey","Triticum Vulgare Germ Oil , Alpha-Glucan , Algae Extract",,,,,,"Cysteine , Trilaurin , Xylitol"
50,18-24,Combination,Medium,Acne,Female,White,Tropical,Hydrolyzed Collagen,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Grape seed Oil","Ananas Sativus Fruit Extract , Soy Amino Acids , Honey",,"salvia officinalis extract , ferula assa foetida root extract , palmitic acid , betula alba bark extract , colloidal oatmeal , phellodendron amurense bark extract",,,,"Honey , Ceramide , Acetyl Hydroxyproline",,"sodium hyaluronate crosspolymer , Tribehenin , Petrolatum",,"Niacinamide , Hydroxyacetophenone , Threonine",,,
51,18-24,Combination,Medium,Acne,Female,White,Dry,Hydrolyzed Collagen,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Camellia Sinensis Seed Oil","Centella Asiatica Extract , Adansonia Digitata Pulp Extract , Ananas Sativus Fruit Extract",,"phellodendron amurense bark extract , tranexamic acid , glycine soja seed extract , salvia sclarea extract , camellia sinensis leaf extract , aesculus hippocastanum seed extract",,,,"Rose Hip Oil , Algae Extract , Triticum Vulgare Germ Oil",,"sodium hyaluronate crosspolymer , cholesterol , hyaluronic acid","Panthenol , Grape seed Oil , Raspberry Seed Oil",,,,
52,18-24,Combination,Medium,Acne,Female,White,Temperate,Hydrolyzed Collagen,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Triticum Vulgare Germ Oil","Alteromonas Ferment Filtrate , Hyaluronic Acid , Honey",,"viscum album leaf extract , avena sativa bran extract , persea gratissima fruit extract , methyl nicotinate , bioflavonoids , helichrysum italicum extract",,,,"Tocopheryl Succinate Aminopropanediol Esters , Ananas Sativus Fruit Extract , Hydrolyzed Tremella Fuciformis Sporocarp Extract",,"valine , glycine , hydroxypalmitoyl sphinganine",,,"Glucomannan , Tribehenin , Thiotaurine",,
53,18-24,Combination,Medium,Acne,Female,White,Continental,Hydrolyzed Collagen,"Camellia Sinensis Seed Oil , Grape seed Oil , Raspberry Seed Oil","Beta-Glucan , Ananas Sativus Fruit Extract , Hyaluronic Acid",,"rosmarinic acid , helichrysum arenarium extract , echinacea angustifolia extract , humulus lupulus extract , hydroxypropyl bispalmitamide mea , leonurus sibiricus flower/leaf/stem extract",,,,"Hyaluronic Acid , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Triticum Vulgare Germ Oil",,"aspartic acid , urea , acetyl glucosamine",,,,"Betaine , Phenylalanine , PCA",
54,18-24,Combination,Medium,Acne,Female,White,Polar,Hydrolyzed Collagen,"Camellia Sinensis Seed Oil , Rose Hip Oil , Triticum Vulgare Germ Oil","Hyaluronic Acid , Soy Amino Acids , Beta-Glucan",,"chamomilla recutita flower oil , camellia oleifera  leaf extract , acetyl dipeptide-1 cetyl ester , hydroxypropyl bispalmitamide mea , anthemis nobilis flower extract , tetrapeptide-14",,,,"Hyaluronic Acid , Triticum Vulgare Germ Oil , Ceramide",,"Trimethylsiloxysilicate , Nylon-12 , pca",,,,,"Phospholipids , Glucomannan , Valine"
55,18-24,Combination,Medium,Acne,Female,Black,Tropical,Hydrolyzed Collagen,"Raspberry Seed Oil , Rose Hip Oil , Camellia Sinensis Seed Oil","Ananas Sativus Fruit Extract , Beta-Glucan , Hyaluronic Acid",,"viscum album extract , acetyl dipeptide-1 cetyl ester , cucumis sativus fruit extract , reseda luteola extract , mimosa tenuiflora leaf extract , aloe barbadensis leaf extract",,,,"Acetyl Hydroxyproline , Squalane , Honey","Grape seed Oil , Honey , Ananas Sativus Fruit Extract",,,"Phospholipids , Serine , Thiotaurine",,,
56,18-24,Combination,Medium,Acne,Female,Black,Dry,Hydrolyzed Collagen,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Raspberry Seed Oil","Hyaluronic Acid , Aphanizomenon Flos-Aquae Extract , Hydrolyzed Collagen",,"copper gluconate , sodium nitrate , glycyrrhiza glabra rhizome/root , tetrahydrobisdemethoxydiferuloylmethane , taraxacum officinale rhizome/root extract , threonine",,,,"Hyaluronic Acid , Acetyl Hydroxyproline , Hydrolyzed Tremella Fuciformis Sporocarp Extract","Algae Extract , Squalane , Hyaluronic Acid",,"Ceramide NG , Xylitol , Squalane",,,,
57,18-24,Combination,Medium,Acne,Female,Black,Temperate,Hydrolyzed Collagen,"Camellia Sinensis Seed Oil , Grape seed Oil , Triticum Vulgare Germ Oil","Hydrolyzed Collagen , Soy Amino Acids , Colloidal Oatmeal",,"tetrahydrodiferuloylmethane , hamamelis virginiana bark/leaf/twig extract , hamamelis virginiana water , urea , lactobacillus ferment , gallyl glucoside",,,,"Grape seed Oil , Ceramide , Rose Hip Oil","Triticum Vulgare Germ Oil , Honey , Camellia Sinensis Seed Oil",,,,"Melibiose , Phospholipids , Sucrose",,
58,18-24,Combination,Medium,Acne,Female,Black,Continental,Hydrolyzed Collagen,"Raspberry Seed Oil , Camellia Sinensis Seed Oil , Grape seed Oil","Colloidal Oatmeal , Beta-Glucan , Soy Amino Acids",,"safflower oil/palm oil aminopropanediol esters , hamamelis virginiana  leaf extract , saccharomyces ferment filtrate , viola tricolor extract , hamamelis virginiana water , pca",,,,"Triticum Vulgare Germ Oil , Squalane , Ananas Sativus Fruit Extract","Algae Extract , Ceramide , Grape seed Oil",,,,,"PEG-32 , Threonine , Thiotaurine",
59,18-24,Combination,Medium,Acne,Female,Black,Polar,Hydrolyzed Collagen,"Triticum Vulgare Germ Oil , Rose Hip Oil , Grape seed Oil","Jojoba Esters , Honey , Soy Amino Acids",,"melaleuca alternifolia leaf oil , histidine , portulaca oleracea extract , phytosphingosine , calophyllum tacamahaca oil , biosaccharide gum-1",,,,"Acetyl Hydroxyproline , Camellia Sinensis Seed Oil , Squalane","Ananas Sativus Fruit Extract , Tocopheryl Succinate Aminopropanediol Esters , Hydrolyzed Tremella Fuciformis Sporocarp Extract",,,,,,"Niacinamide , Honey , PCA"
60,25-120,Dry,Porcelain,Acne,Male,White,Tropical,Hyaluronic Acid,"Triticum Vulgare Germ Oil , Rose Hip Oil , Raspberry Seed Oil","Jojoba Esters , Ananas Sativus Fruit Extract , Adansonia Digitata Pulp Extract",,,"Caffeine , Threonine , Honey , Madecassoside , Bentonite , Coumarin",,,,,"Bentonite , collagen amino acids , Trilaurin",,"Honey , Threonine , Arginine",,,
61,25-120,Dry,Porcelain,Acne,Male,White,Dry,Hyaluronic Acid,"Raspberry Seed Oil , Grape seed Oil , Triticum Vulgare Germ Oil","Adansonia Digitata Pulp Extract , Beta-Glucan , Soy Amino Acids",,,"Trilaurin , Thiotaurine , Tetrahydrodiferuloylmethane , Rutin , Hesperidin , Hydroxyacetophenone",,,,,"threonine , glycerin , ceramide np","Grape seed Oil , Ceramide NG , Hyaluronic Acid",,,,
62,25-120,Dry,Porcelain,Acne,Male,White,Temperate,Hyaluronic Acid,"Raspberry Seed Oil , Grape seed Oil , Camellia Sinensis Seed Oil","Jojoba Esters , Ananas Sativus Fruit Extract , Hydrolyzed Collagen",,,"Retinol , Tocopherol , Histidine , Zinc , Squalane , Bisabolol",,,,,"Petrolatum , ceramide , diglycerin",,,"Glycogen , Phytantriol , PCA",,
63,25-120,Dry,Porcelain,Acne,Male,White,Continental,Hyaluronic Acid,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Grape seed Oil","Hydrolyzed Collagen , Alteromonas Ferment Filtrate , Aphanizomenon Flos-Aquae Extract",,,"Quercetin , Equol , Glabridin , Kaolin , Algin , Tetrahydrodiferuloylmethane",,,,,"sodium chondroitin sulfate , helianthus annuus seed oil unsaponifiables , Octyldodecanol",,,,"PEG-32 , Arginine , Betaine",
64,25-120,Dry,Porcelain,Acne,Male,White,Polar,Hyaluronic Acid,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Rose Hip Oil","Honey , Soy Amino Acids , Adansonia Digitata Pulp Extract",,,"Hydroxyacetophenone , Retinol , Equol , Histidine , Curcumin , Arbutin",,,,,"pca , squalane , ceramide eop",,,,,"Thiotaurine , Niacinamide , Panthenol"
65,25-120,Dry,Porcelain,Acne,Male,Black,Tropical,Hyaluronic Acid,"Raspberry Seed Oil , Grape seed Oil , Triticum Vulgare Germ Oil","Adansonia Digitata Pulp Extract , Ananas Sativus Fruit Extract , Hyaluronic Acid",,,"Equol , Rutin , Galactoarabinan , Retinol , Hesperidin , Tetrahydrodemethoxydiferuloylmethane",,,,"Rose Hip Oil , Honey , Hyaluronic Acid",,,"Phospholipids , Niacinamide , Honey",,,
66,25-120,Dry,Porcelain,Acne,Male,Black,Dry,Hyaluronic Acid,"Raspberry Seed Oil , Rose Hip Oil , Triticum Vulgare Germ Oil","Hyaluronic Acid , Ananas Sativus Fruit Extract , Beta-Glucan",,,"Tetrahydrodemethoxydiferuloylmethane , Serine , Squalane , Astaxanthin , Glabridin , Trilaurin",,,,"Camellia Sinensis Seed Oil , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Ananas Sativus Fruit Extract",,"Ceramide NG , Glucomannan , Beta-Glucan",,,,
67,25-120,Dry,Porcelain,Acne,Male,Black,Temperate,Hyaluronic Acid,"Raspberry Seed Oil , Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil","Alteromonas Ferment Filtrate , Soy Amino Acids , Hydrolyzed Collagen",,,"Caffeine , Kaolin , Arginine , Phenylalanine , Histidine , Galactoarabinan",,,,"Tocopheryl Succinate Aminopropanediol Esters , Hyaluronic Acid , Acetyl Hydroxyproline",,,,"Xylitol , Isopentyldiol  , Anhydroxylitol",,
68,25-120,Dry,Porcelain,Acne,Male,Black,Continental,Hyaluronic Acid,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Grape seed Oil","Hydrolyzed Collagen , Aphanizomenon Flos-Aquae Extract , Centella Asiatica Extract",,,"Bakuchiol , Kaolin , Bentonite , Cannabidiol , Squalane , Zinc",,,,"Honey , Triticum Vulgare Germ Oil , Hydrolyzed Tremella Fuciformis Sporocarp Extract",,,,,"Trimethylsiloxysilicate , PEG-33 , Xylose",
69,25-120,Dry,Porcelain,Acne,Male,Black,Polar,Hyaluronic Acid,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Rose Hip Oil","Beta-Glucan , Soy Amino Acids , Hydrolyzed Collagen",,,"Oryzanol , Bakuchiol , Tocopherol , Curcumin , Triethylhexanoin , Glabridin",,,,"Camellia Sinensis Seed Oil , Ananas Sativus Fruit Extract , Rose Hip Oil",,,,,,"Glycerin , Isopentyldiol  , Cysteine"
70,25-120,Dry,Porcelain,Acne,Female,White,Tropical,Hyaluronic Acid,"Raspberry Seed Oil , Rose Hip Oil , Camellia Sinensis Seed Oil","Hydrolyzed Collagen , Centella Asiatica Extract , Soy Amino Acids",,"aesculus hippocastanum seed extract , aloe barbadensis leaf juice powder , avena sativa kernel flour , cetraria islandica extract , sodium hyaluronate , vitis vinifera fruit extract",,,,,,"squalene , Silica , collagen amino acids",,"Niacinamide , Thiotaurine , Serine",,,
71,25-120,Dry,Porcelain,Acne,Female,White,Dry,Hyaluronic Acid,"Camellia Sinensis Seed Oil , Rose Hip Oil , Triticum Vulgare Germ Oil","Jojoba Esters , Adansonia Digitata Pulp Extract , Centella Asiatica Extract",,"rosmarinus officinalis leaf extract , copper gluconate , scabiosa arvensis extract , glycerin , panthenol , phragmites kharka extract",,,,,,"glycine , hydroxypalmitoyl sphinganine , squalane","Hyaluronic Acid , Honey Extract , Algae Extract",,,,
72,25-120,Dry,Porcelain,Acne,Female,White,Temperate,Hyaluronic Acid,"Raspberry Seed Oil , Grape seed Oil , Triticum Vulgare Germ Oil","Beta-Glucan , Aphanizomenon Flos-Aquae Extract , Jojoba Esters",,"aloe ferox leaf gel , anthemis nobilis flower extract , carboxydecyl trisiloxane , cetraria islandica extract , copper gluconate , aesculus hippocastanum seed extract",,,,,,"Trilaurin , Petrolatum , linolenic acid",,,"Glycogen , PEG-8 , PEG-32",,
73,25-120,Dry,Porcelain,Acne,Female,White,Continental,Hyaluronic Acid,"Raspberry Seed Oil , Triticum Vulgare Germ Oil , Rose Hip Oil","Honey , Alteromonas Ferment Filtrate , Aloe Barbadensis Leaf Extract",,"squalene , serine , glycyrrhiza glabra rhizome/root , jasminum officinale flower/leaf extract , sodium pca , cucumis melo juice",,,,,,"phospholipids , diglycerin , Kaolin",,,,"Arginine , PEG-14 , Trilaurin",
74,25-120,Dry,Porcelain,Acne,Female,White,Polar,Hyaluronic Acid,"Raspberry Seed Oil , Triticum Vulgare Germ Oil , Grape seed Oil","Aloe Barbadensis Leaf Extract , Alteromonas Ferment Filtrate , Beta-Glucan",,"rumex crispus root extract , ceramide ng , alanine , hydroxypalmitoyl sphinganine , allantoin calcium pantothenate , copper tripeptide-1",,,,,,"phenylalanine , sodium pca , acetyl glucosamine",,,,,"Trehalose , Xylitol , Honey"
75,25-120,Dry,Porcelain,Acne,Female,Black,Tropical,Hyaluronic Acid,"Triticum Vulgare Germ Oil , Grape seed Oil , Rose Hip Oil","Alteromonas Ferment Filtrate , Honey , Aloe Barbadensis Leaf Extract",,"bioflavonoids , manihot utilissima starch , orchis morio flower extract , jasminum officinale oil , helianthus annuus extract , helichrysum italicum extract",,,,,"Ananas Sativus Fruit Extract , Rose Hip Oil , Acetyl Hydroxyproline",,,"Niacinamide , Arginine , Hydroxyacetophenone",,,
76,25-120,Dry,Porcelain,Acne,Female,Black,Dry,Hyaluronic Acid,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Grape seed Oil","Aloe Barbadensis Leaf Extract , Honey , Centella Asiatica Extract",,"rosmarinic acid , helianthus annuus seed oil unsaponifiables , pca , avena sativa meal extract , sophora japonica bud extract , pfaffia paniculata root extract",,,,,"Hyaluronic Acid , Ceramide , Tocopheryl Succinate Aminopropanediol Esters",,"Grape seed Oil , Camellia Sinensis Seed Oil , Algae Extract",,,,
77,25-120,Dry,Porcelain,Acne,Female,Black,Temperate,Hyaluronic Acid,"Triticum Vulgare Germ Oil , Grape seed Oil , Raspberry Seed Oil","Beta-Glucan , Soy Amino Acids , Adansonia Digitata Pulp Extract",,"pfaffia paniculata root extract , scabiosa arvensis extract , avena sativa kernel flour , palmitic acid , marrubium vulgare extract , jojoba esters",,,,,"Rose Hip Oil , Algae Extract , Triticum Vulgare Germ Oil",,,,"PCA , PEG-33 , Triethylhexanoin",,
78,25-120,Dry,Porcelain,Acne,Female,Black,Continental,Hyaluronic Acid,"Raspberry Seed Oil , Grape seed Oil , Camellia Sinensis Seed Oil","Adansonia Digitata Pulp Extract , Ananas Sativus Fruit Extract , Aphanizomenon Flos-Aquae Extract",,"squalene , rosmarinic acid , carboxydecyl trisiloxane , safflower oil/palm oil aminopropanediol esters , spiraea ulmaria extract , caffeyl glucoside",,,,,"Honey , Ceramide , Aphanizomenon Flos-Aquae Extract",,,,,"PEG-75 , Panthenol , Urea",
79,25-120,Dry,Porcelain,Acne,Female,Black,Polar,Hyaluronic Acid,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Grape seed Oil","Honey , Ananas Sativus Fruit Extract , Centella Asiatica Extract",,"ruscus aculeatus root extract , hydroxypalmitoyl sphinganine , allantoin calcium pantothenate , hamamelis virginiana flower water , hedera helix extract , prunus yedoensis leaf extract",,,,,"Tocopheryl Succinate Aminopropanediol Esters , Aphanizomenon Flos-Aquae Extract , Grape seed Oil",,,,,,"PCA , Phospholipids , Glycerin"
80,25-120,Combination,Tan,Sun damage,Male,White,Tropical,Panthenol,"Triticum Vulgare Germ Oil , Rose Hip Oil , Raspberry Seed Oil",,,,"Glabridin , Threonine , Thiotaurine , Squalane , Coumarin , Bentonite",,,,,"hydroxypropyl bispalmitamide mea , squalene , valine",,"Phospholipids , Honey , Threonine",,,
81,25-120,Combination,Tan,Sun damage,Male,White,Dry,Panthenol,"Raspberry Seed Oil , Triticum Vulgare Germ Oil , Grape seed Oil",,,,"Coumarin , Serine , Bakuchiol , Cannabidiol , Astaxanthin , Zinc",,,,,"serine , lacto-ceramides , Tribehenin","Camellia Sinensis Seed Oil , Raspberry Seed Oil , Honey",,,,
82,25-120,Combination,Tan,Sun damage,Male,White,Temperate,Panthenol,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Raspberry Seed Oil",,,,"Kaolin , Petrolatum , Trihydroxystearin , Astaxanthin , Squalene , Algin",,,,,"glycerin , squalene , Silica",,,"PEG-33 , Pantolactone , Ethylhexylglycerin",,
83,25-120,Combination,Tan,Sun damage,Male,White,Continental,Panthenol,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Raspberry Seed Oil",,,,"Astaxanthin , Glabridin , Triethylhexanoin , Oryzanol , Bentonite , Squalene",,,,,"sodium hyaluronate crosspolymer , hydroxypropyl bispalmitamide mea , aspartic acid",,,,"PEG-14 , Mannitol , Glycine",
84,25-120,Combination,Tan,Sun damage,Male,White,Polar,Panthenol,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Triticum Vulgare Germ Oil",,,,"Oryzanol , Azulene , Rutin , Zinc , Xanthophyll , Octyldodecanol",,,,,"proline , urea , diglycerin",,,,,"Triethylhexanoin , Panthenol , Ethylhexylglycerin"
85,25-120,Combination,Tan,Sun damage,Male,Black,Tropical,Panthenol,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Grape seed Oil",,,,"Caffeine , Galactoarabinan , Genistein , Serine , Thiotaurine , Phloretin",,,,"Grape seed Oil , Ceramide , Tocopheryl Succinate Aminopropanediol Esters",,,"Honey , Phenylalanine , Phospholipids",,,
86,25-120,Combination,Tan,Sun damage,Male,Black,Dry,Panthenol,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Grape seed Oil",,,,"Phloretin , Lycopene , Honey , Algin , Arbutin , Coumarin",,,,"Rose Hip Oil , Algae Extract , Triticum Vulgare Germ Oil",,"Glucomannan , Algae Extract , Rose Hip Oil",,,,
87,25-120,Combination,Tan,Sun damage,Male,Black,Temperate,Panthenol,"Triticum Vulgare Germ Oil , Rose Hip Oil , Raspberry Seed Oil",,,,"Resveratrol , Arginine , Galactoarabinan , Tetrahydrodemethoxydiferuloylmethane , Tetrahydrodiferuloylmethane , Tocopherol",,,,"Algae Extract , Squalane , Honey",,,,"Niacinamide , Xylose , Trilaurin",,
88,25-120,Combination,Tan,Sun damage,Male,Black,Continental,Panthenol,"Raspberry Seed Oil , Grape seed Oil , Camellia Sinensis Seed Oil",,,,"Phloretin , Bentonite , Kaolin , Ubiquinone , Thiotaurine , Resveratrol",,,,"Tocopheryl Succinate Aminopropanediol Esters , Ceramide , Aphanizomenon Flos-Aquae Extract",,,,,"Panthenol , Methylpropanediol , Sorbitol",
89,25-120,Combination,Tan,Sun damage,Male,Black,Polar,Panthenol,"Camellia Sinensis Seed Oil , Grape seed Oil , Rose Hip Oil",,,,"Caffeine , Petrolatum , Trilaurin , Agar , Squalane , Bisabolol",,,,"Algae Extract , Alpha-Glucan , Hyaluronic Acid",,,,,,"Anhydroxylitol , Serine , Trimethylsiloxysilicate"
90,25-120,Combination,Tan,Sun damage,Female,White,Tropical,Panthenol,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Grape seed Oil",,,"gallyl glucoside , sophora japonica bud extract , buddleja davidii meristem cell culture , saccharomyces ferment filtrate , ruscus aculeatus root extract , castanea sativa leaf extract",,,,,,"hydroxypropyl bispalmitamide mea , aspartic acid , hyaluronic acid",,"Phospholipids , Honey , Serine",,,
91,25-120,Combination,Tan,Sun damage,Female,White,Dry,Panthenol,"Triticum Vulgare Germ Oil , Rose Hip Oil , Camellia Sinensis Seed Oil",,,"honey , sanicula europaea extract , rosmarinus officinalis leaf extract , lactobacillus ferment lysate filtrate , laminaria saccharina extract , echinacea angustifolia extract",,,,,,"serine , sodium hyaluronate crosspolymer , squalane","Beta-Glucan , Squalane , Sodium PCA",,,,
92,25-120,Combination,Tan,Sun damage,Female,White,Temperate,Panthenol,"Camellia Sinensis Seed Oil , Rose Hip Oil , Raspberry Seed Oil",,,"avena sativa meal extract , chamomilla recutita flower extract , hamamelis virginiana leaf water , serine , achillea millefolium oil , squalene",,,,,,"hydroxypropyl bispalmitamide mea , sodium pca , phospholipids",,,"Sucrose , Panthenol , Xylose",,
93,25-120,Combination,Tan,Sun damage,Female,White,Continental,Panthenol,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Grape seed Oil",,,"rhododendron chrysanthum leaf extract , rubia tinctorum root extract , phellodendron amurense bark extract , nigella sativa seed oil , aloe ferox leaf gel , phospholipids",,,,,,"glycine , Trimethylsiloxysilicate , ceramide eop",,,,"Xylose , Isopentyldiol  , PEG-14",
94,25-120,Combination,Tan,Sun damage,Female,White,Polar,Panthenol,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Camellia Sinensis Seed Oil",,,"lactuca scariola sativa leaf juice , strontium chloride , squalane , biosaccharide gum-1 , salix alba bark extract , madecassoside",,,,,,"histidine , squalane , Kaolin",,,,,"Niacinamide , Inositol , Pantolactone"
